CustomerID,City,Zip Code,Gender,Senior Citizen,Partner,Dependents
0495-ZBNGW,Loma Mar,94021,Male,Yes,Yes,No
2357-COQEK,Atherton,94027,Female,Yes,No,No
3737-GCSPV,Millbrae,94030,Female,No,Yes,No
2034-CGRHZ,San Francisco,94104,Male,Yes,No,No
5797-APWZC,San Francisco,94105,Female,No,No,No
3683-QKIUE,San Francisco,94107,Female,No,No,No
4228-ZGYUW,San Francisco,94108,Male,No,No,No
3519-ZKXGG,San Francisco,94123,Female,No,Yes,No
6416-TVAIH,San Francisco,94127,Male,No,Yes,No
5108-ADXWO,San Francisco,94130,Male,No,No,No
3066-RRJIO,San Francisco,94132,Female,No,No,No
6715-OFDBP,Palo Alto,94304,Male,No,No,No
1567-DSCIC,San Mateo,94401,Male,No,No,No
2150-UWTFY,San Mateo,94402,Female,No,Yes,Yes
2683-BPJSO,Byron,94514,Male,No,Yes,No
1087-UDSIH,Concord,94520,Female,No,No,No
5485-WUYWF,Crockett,94525,Male,Yes,No,No
2632-UCGVD,Fairfield,94533,Male,Yes,Yes,No
9170-CCKOU,Fremont,94539,Male,No,Yes,No
3814-MLAXC,Hayward,94545,Female,No,No,No
1226-UDFZR,Lafayette,94549,Female,No,No,No
5442-UTCVD,Pittsburg,94565,Male,No,No,No
7734-DBOAI,Pope Valley,94567,Female,No,Yes,Yes
2091-RFFBA,Port Costa,94569,Female,Yes,No,No
2114-MGINA,Rio Vista,94571,Female,No,No,No
4489-SNOJF,Deer Park,94576,Female,No,Yes,Yes
6899-PPEEA,Vallejo,94590,Female,Yes,No,No
2187-LZGPL,Walnut Creek,94596,Female,No,No,No
4597-NUCQV,Oakland,94601,Male,Yes,No,No
9019-QVLZD,Oakland,94602,Female,No,No,No
1455-ESIQH,Oakland,94619,Male,No,No,No
2979-SXESE,Berkeley,94703,Female,No,Yes,No
4013-TLDHQ,Berkeley,94704,Male,No,No,No
3754-DXMRT,San Pablo,94806,Male,Yes,No,No
7130-VTEWQ,San Rafael,94903,Female,Yes,No,No
6121-VZNQB,Bolinas,94924,Female,No,No,No
7903-CMPEY,Corte Madera,94925,Male,Yes,Yes,No
6996-KNSML,Cotati,94931,Female,No,No,No
1704-NRWYE,Point Reyes Station,94956,Female,Yes,No,No
2592-SEIFQ,San Anselmo,94960,Male,No,No,No
7481-ATQQS,Boulder Creek,95006,Female,Yes,No,No
8642-GVWRF,Capitola,95010,Female,No,Yes,No
2057-ZBLPD,Los Gatos,95032,Female,No,Yes,No
5502-RLUYV,Milpitas,95035,Female,No,Yes,No
0023-HGHWL,Morgan Hill,95037,Male,Yes,No,No
9039-RBEEE,Santa Clara,95050,Male,No,No,No
8417-FMLZI,Santa Cruz,95060,Male,No,Yes,No
1792-UXAFY,San Jose,95110,Female,Yes,No,No
0515-YPMCW,San Jose,95116,Male,No,No,No
4729-XKASR,San Jose,95123,Male,No,No,Yes
5449-FIBXJ,San Jose,95127,Male,No,Yes,No
9837-BMCLM,Stockton,95202,Male,No,No,No
0137-UDEUO,Stockton,95204,Female,No,No,No
6161-UUUTA,Stockton,95206,Male,Yes,No,No
6543-XRMYR,Stockton,95209,Female,Yes,No,No
4925-LMHOK,Stockton,95212,Male,No,No,No
1455-UGQVH,Acampo,95220,Male,No,Yes,No
8280-MQRQN,Arnold,95223,Female,No,No,No
2037-SGXHH,Campo Seco,95226,Male,No,Yes,No
3178-FESZO,Clements,95227,Female,No,No,No
6087-MVHJH,French Camp,95231,Female,No,No,No
4603-JANFB,Glencoe,95232,Male,No,No,No
3018-TFTSU,Hathaway Pines,95233,Male,No,No,No
4806-KEXQR,Lockeford,95237,Male,No,No,No
7083-YNSKY,Lodi,95242,Female,No,No,No
2479-BRAMR,Murphys,95247,Male,Yes,Yes,No
7434-SHXLS,Wallace,95254,Female,No,No,No
7908-QCBCA,Atwater,95301,Female,No,Yes,No
6711-FLDFB,Big Oak Flat,95305,Female,No,No,No
3714-JTVOV,Crows Landing,95313,Female,Yes,Yes,No
4702-IOQDC,Gustine,95322,Female,No,No,No
6178-KFNHS,Hughson,95326,Female,No,No,No
1264-BYWMS,La Grange,95329,Male,No,No,No
9658-WYUFB,Lathrop,95330,Female,No,No,No
2013-SGDXK,Mariposa,95338,Female,No,No,No
2012-NWRPA,Modesto,95355,Female,Yes,Yes,No
8808-ELEHO,Modesto,95356,Male,Yes,No,No
3506-LCJDC,Modesto,95358,Male,No,Yes,Yes
3934-HXCFZ,Pinecrest,95364,Male,No,Yes,No
4910-AQFFX,Soulsbyville,95372,Male,No,Yes,No
2154-KVJFF,Stevinson,95374,Female,No,No,No
9647-ERGBE,Turlock,95380,Female,No,Yes,No
3428-XZMAZ,Turlock,95382,Male,No,No,No
0378-TOVMS,Vernalis,95385,Female,No,No,No
9058-CBREO,Winton,95388,Female,Yes,No,No
0318-QUUOB,Santa Rosa,95403,Male,No,Yes,No
5520-FVEWJ,Santa Rosa,95405,Female,No,Yes,No
5572-ZDXHY,Santa Rosa,95409,Female,No,No,No
3750-CKVKH,Clearlake Oaks,95423,Male,No,No,No
8063-GBATB,Cobb,95426,Female,Yes,No,No
4547-KQRTM,Eldridge,95431,Female,No,No,No
4877-EVATK,Elk,95432,Male,No,No,No
7639-SUPCW,Glen Ellen,95442,Female,No,No,No
1069-XAIEM,Mendocino,95460,Female,Yes,No,No
4658-HCOHW,Redwood Valley,95470,Female,No,Yes,No
3440-JPSCL,Sonoma,95476,Female,No,No,No
6987-XQSJT,Blue Lake,95525,Female,Yes,No,No
4290-BSXUX,Fields Landing,95537,Male,No,Yes,No
0325-XBFAC,Hoopa,95546,Male,No,No,No
2462-XIIJB,Miranda,95553,Male,No,No,No
4760-XOHVN,Myers Flat,95554,Female,No,Yes,Yes
7817-BOQPW,Rio Dell,95562,Female,No,No,No
1853-UDXBW,Samoa,95564,Male,No,Yes,No
5219-YIPTK,Trinidad,95570,Female,No,Yes,No
3540-RZJYU,Zenia,95595,Female,No,No,No
2091-MJTFX,Auburn,95602,Female,No,Yes,Yes
0883-EIBTI,Clarksburg,95612,Female,No,No,No
0722-TROQR,Davis,95616,Female,Yes,No,No
7571-YXDAD,Davis,95618,Female,No,No,No
3393-FMZPV,Elverta,95626,Female,No,No,No
6402-ZFPPI,Fair Oaks,95628,Female,Yes,No,No
8443-WVPSS,Galt,95632,Male,No,Yes,No
3006-XIMLN,Garden Valley,95633,Female,No,No,No
9965-YOKZB,Grizzly Flats,95636,Male,Yes,No,No
0504-HHAPI,Guinda,95637,Female,Yes,No,No
3647-GMGDH,Jackson,95642,Male,No,Yes,No
3791-LGQCY,Loomis,95650,Female,Yes,Yes,No
2956-GGUCQ,Pioneer,95666,Male,Yes,Yes,No
6595-COKXZ,Plymouth,95669,Female,No,No,No
0362-ZBZWJ,Thornton,95686,Male,No,No,No
4211-MMAZN,Vacaville,95688,Male,No,No,No
4274-OWWYO,Walnut Grove,95690,Male,No,No,No
1541-ETJZO,Wheatland,95692,Male,No,No,No
2369-UAPKZ,Meadow Vista,95722,Male,No,No,No
2778-OCLGR,Soda Springs,95728,Male,Yes,Yes,No
0637-KVDLV,Elk Grove,95758,Male,No,No,No
6633-MPWBS,Woodland,95776,Male,No,No,No
8785-EPNCG,Sacramento,95815,Male,No,No,No
5729-KLZAR,Sacramento,95817,Female,No,Yes,No
1582-RAFML,Sacramento,95821,Male,No,No,No
8740-CRYFY,Sacramento,95823,Male,No,No,No
2962-XPMCQ,Sacramento,95828,Male,No,No,No
1678-FYZOW,Sacramento,95835,Female,No,No,No
5480-TBGPH,Sacramento,95842,Female,No,Yes,No
8854-CCVSQ,Browns Valley,95918,Male,No,No,No
0511-JTEOY,Canyon Dam,95923,Female,No,No,No
9300-AGZNL,Elk Creek,95939,Male,Yes,No,No
1112-CUNAO,Grimes,95950,Female,Yes,No,No
5175-AOBHI,Hamilton City,95951,Female,No,No,No
5174-RNGBH,Live Oak,95953,Female,No,No,No
7270-BDIOA,Maxwell,95955,Female,No,No,No
9732-KPKBW,Oroville,95966,Male,No,No,No
3389-YGYAI,Princeton,95970,Female,Yes,No,No
9560-ARGQJ,Quincy,95971,Female,No,No,No
5134-IKDAY,Twain,95984,Female,No,Yes,No
3070-DVEYC,Williams,95987,Male,Yes,No,No
5707-ORNDZ,Yuba City,95993,Male,Yes,No,No
8696-JKZNU,Anderson,96007,Female,Yes,No,No
5380-AFSSK,Bella Vista,96008,Female,No,No,No
2055-PDADH,Big Bend,96011,Female,Yes,No,No
8714-EUHJO,Castella,96017,Female,No,Yes,No
3721-CNEYS,Douglas City,96024,Female,No,No,No
2568-OIADY,Fort Jones,96032,Female,No,Yes,No
1193-RTSLK,Happy Camp,96039,Female,No,No,No
2302-ANTDP,Hat Creek,96040,Female,Yes,Yes,No
5923-GXUOC,Hayfork,96041,Male,No,No,No
5233-GEEAX,Lewiston,96052,Male,Yes,No,No
4432-ADRLB,Montague,96064,Male,No,No,No
8993-PHFWD,Old Station,96071,Female,No,No,No
1565-RHDJD,Palo Cedro,96073,Female,No,No,No
7137-RYLPP,Paskenta,96074,Male,Yes,Yes,No
3765-JXVKY,Paynes Creek,96075,Female,No,No,No
7330-WZLNC,Red Bluff,96080,Female,No,No,No
3957-LXOLK,Shingletown,96088,Female,Yes,No,No
5281-BUZGT,Weaverville,96093,Male,Yes,No,No
5378-IKEEG,Eagleville,96110,Female,No,No,No
2718-GAXQD,Lake City,96115,Female,Yes,Yes,Yes
6413-XKKPU,Sierra City,96125,Male,No,Yes,No
1449-XQEMT,Susanville,96130,Male,No,No,No
2626-URJFX,Termo,96132,Male,No,Yes,Yes
2612-RRIDN,Westwood,96137,Male,No,No,No
4735-ASGMA,Carnelian Bay,96140,Male,No,No,No
3669-LVWZB,Tahoma,96142,Male,No,No,No
6892-EZDTG,Kings Beach,96143,Female,No,Yes,No
9725-SCPZG,South Lake Tahoe,96150,Male,No,No,No
5884-GCYMI,Truckee,96161,Male,No,No,No
3217-FZDMN,Los Angeles,90001,Female,Yes,No,No
7853-GVUDZ,Los Angeles,90004,Female,No,Yes,Yes
7480-QNVZJ,Los Angeles,90005,Male,Yes,No,No
3943-KDREE,Los Angeles,90010,Female,No,No,No
9239-ZBZZV,Los Angeles,90011,Female,No,No,No
4398-HSCJH,Los Angeles,90013,Female,No,No,No
4430-UZIPO,Los Angeles,90020,Male,No,No,No
4855-SNKMY,Los Angeles,90024,Female,No,No,No
8008-HAWED,Los Angeles,90027,Male,No,No,No
1862-SKORY,Los Angeles,90029,Female,Yes,Yes,No
9692-TUSXH,Los Angeles,90041,Female,No,No,No
7912-SYRQT,Los Angeles,90042,Female,No,No,No
4816-JBHOV,Los Angeles,90044,Male,Yes,No,No
8292-TYSPY,Los Angeles,90048,Male,No,No,No
1867-BDVFH,Los Angeles,90056,Male,No,Yes,No
9103-TCIHJ,Los Angeles,90059,Female,No,No,No
4140-WJAWW,Los Angeles,90071,Female,No,No,No
6653-CBBOM,Compton,90221,Female,No,No,No
3247-ZVOUO,Downey,90240,Male,Yes,Yes,No
6101-IMRMM,El Segundo,90245,Male,No,No,No
1268-ASBGA,Huntington Park,90255,Female,Yes,Yes,No
8943-URTMR,Lawndale,90260,Female,No,No,No
4713-LZDRV,Malibu,90263,Female,Yes,No,No
4325-NFSKC,Pacific Palisades,90272,Male,Yes,No,No
2955-PSXOE,Topanga,90290,Female,No,No,No
6907-NZZIJ,Santa Monica,90402,Female,No,No,No
2911-UREFD,Santa Monica,90405,Female,No,Yes,No
3744-ZRRDZ,Torrance,90501,Male,No,No,No
5673-TIYIB,Torrance,90502,Male,No,No,No
1602-IJQQE,Whittier,90602,Female,No,No,No
6502-HCJTI,Lakewood,90712,Male,Yes,Yes,No
2606-RMDHZ,Lakewood,90713,Male,No,No,No
8258-GSTJK,San Pedro,90732,Male,Yes,No,No
6861-OKBCE,Seal Beach,90740,Female,No,No,Yes
9940-RHLFB,Sunset Beach,90742,Female,No,No,No
6686-YPGHK,Long Beach,90808,Male,Yes,No,No
1383-EZRWL,Long Beach,90810,Female,No,No,No
4759-TRPLW,Long Beach,90822,Male,No,No,No
8020-BWHYL,Montrose,91020,Female,Yes,No,No
2982-VPSGI,South Pasadena,91030,Female,No,Yes,No
4625-EWPTF,Pasadena,91104,Male,No,No,No
5980-NOPLP,Pasadena,91105,Female,No,Yes,No
6892-XPFPU,Pasadena,91107,Male,Yes,Yes,No
8010-EZLOU,San Marino,91108,Male,Yes,No,No
9874-QLCLH,Northridge,91324,Female,No,Yes,No
8062-YBDOE,Canyon Country,91351,Male,Yes,No,No
6000-APYLU,Valencia,91355,Male,No,No,No
0947-IDHRQ,Woodland Hills,91367,Female,No,No,No
3672-YITQD,Castaic,91384,Male,Yes,Yes,No
9048-JVYVF,Panorama City,91402,Male,No,No,No
8988-ECPJR,Van Nuys,91411,Female,Yes,Yes,No
3776-EKTKM,Burbank,91501,Female,Yes,No,No
1902-XBTFB,North Hollywood,91605,Male,No,No,No
0643-OKLRP,Azusa,91702,Female,Yes,Yes,No
9381-NDKME,El Monte,91731,Female,Yes,Yes,No
8382-SHQEH,Rancho Cucamonga,91739,Female,No,Yes,No
2983-ZANRP,La Puente,91744,Female,No,Yes,No
7845-URHJN,Hacienda Heights,91745,Female,No,Yes,No
1075-BGWOH,Rosemead,91770,Male,Yes,Yes,No
0302-JOIVN,San Gabriel,91775,Female,No,Yes,No
5366-IJEQJ,Alhambra,91801,Male,No,No,No
1981-INRFU,Boulevard,91905,Female,No,No,No
4971-PUYQO,Campo,91906,Female,No,No,No
8485-GJCDN,Chula Vista,91914,Female,Yes,No,No
6029-WTIPC,Jacumba,91934,Male,Yes,No,No
6682-QJDGB,Borrego Springs,92004,Male,No,No,Yes
8780-IXSTS,Carlsbad,92008,Female,No,No,No
9530-EHPOH,El Cajon,92019,Male,No,No,No
0345-HKJVM,El Cajon,92021,Female,No,No,No
3049-SOLAY,Fallbrook,92028,Female,No,Yes,No
3317-HRTNN,Julian,92036,Female,Yes,No,No
3235-ETOOB,Lakeside,92040,Male,No,Yes,No
8058-INTPH,Oceanside,92056,Female,No,No,No
5569-OUICF,Santee,92071,Female,Yes,Yes,No
8821-XNHVZ,Solana Beach,92075,Female,No,Yes,No
2082-OJVTK,San Marcos,92078,Male,No,Yes,No
5940-NFXKV,Rancho Santa Fe,92091,Male,No,Yes,No
8053-WWDRO,San Diego,92105,Female,No,Yes,No
9564-KCLHR,San Diego,92106,Male,No,No,No
2082-CEFLT,San Diego,92109,Male,No,No,No
1213-NGCUN,San Diego,92111,Female,No,No,No
5688-KZTSN,San Diego,92121,Male,No,Yes,Yes
2894-QOJRX,San Diego,92124,Female,No,Yes,No
5747-PMBSQ,San Diego,92126,Male,Yes,Yes,No
3143-JQEGI,San Diego,92129,Female,No,Yes,No
2982-IHMFT,Indian Wells,92210,Female,Yes,No,No
3521-SYVOR,Palm Desert,92211,Female,No,No,No
9526-JAWYF,Blythe,92225,Male,No,No,No
5143-EGQFK,Imperial,92251,Female,Yes,No,No
4919-IKATY,Joshua Tree,92252,Male,No,Yes,No
9050-QLROH,Niland,92257,Male,No,No,No
6168-WFVVF,Palm Springs,92262,Female,Yes,No,No
8065-YKXKD,Seeley,92273,Female,No,No,No
9637-EIHEQ,Thermal,92274,Female,No,No,No
9689-PTNPG,Vidal,92280,Male,No,No,No
9465-RWMXL,Westmorland,92281,Male,No,Yes,No
2362-IBOOY,Winterhaven,92283,Male,No,No,No
0843-WTBXE,Landers,92285,Male,No,No,No
5515-IDEJJ,Angelus Oaks,92305,Male,No,Yes,Yes
7450-NWRTR,Apple Valley,92308,Male,Yes,No,No
5376-DEQCP,Barstow,92311,Female,No,No,No
9095-HFAFX,Big Bear City,92314,Female,No,No,No
2379-ENZGV,Bloomington,92316,Male,No,No,No
6005-OBZPH,Ludlow,92338,Female,Yes,No,No
7932-WPTDS,Green Valley Lake,92341,Female,Yes,Yes,No
5228-EXCET,Newberry Springs,92365,Male,No,No,No
7394-FKDNK,Redlands,92374,Female,No,Yes,No
6331-LWDTQ,Rialto,92377,Male,No,No,No
1597-FZREH,Shoshone,92384,Female,No,No,No
7000-WCEVQ,Wrightwood,92397,Female,Yes,No,No
0727-IWKVK,Yermo,92398,Male,No,Yes,No
5959-BELXA,Yucaipa,92399,Male,Yes,No,No
6141-OOXUQ,San Bernardino,92411,Male,No,No,No
7503-ZGUZJ,Riverside,92505,Male,No,No,No
2506-TNFCO,Riverside,92509,Female,Yes,Yes,No
8718-PTMEZ,Lake Elsinore,92530,Female,No,No,No
2207-OBZNX,Aguanga,92536,Male,No,No,No
6142-VSJQO,Homeland,92548,Female,No,Yes,Yes
6437-UKHMV,Moreno Valley,92557,Female,No,No,No
1114-CENIM,San Jacinto,92582,Male,No,No,Yes
6060-DRTNL,San Jacinto,92583,Female,Yes,No,No
8473-VUVJN,Temecula,92590,Male,Yes,No,No
5536-SLHPM,Temecula,92592,Female,No,Yes,No
0196-VULGZ,Irvine,92620,Female,Yes,Yes,No
8837-VVWLQ,Capistrano Beach,92624,Female,No,No,No
2696-NARTR,Corona Del Mar,92625,Male,No,No,No
1976-CFOCS,Dana Point,92629,Female,Yes,Yes,No
4631-OACRM,Lake Forest,92630,Male,Yes,No,No
3755-JBMNH,Huntington Beach,92648,Male,Yes,Yes,No
1809-DMJHQ,Newport Beach,92660,Female,No,No,Yes
6923-EFPNL,Silverado,92676,Male,No,No,No
9574-RKJIF,Trabuco Canyon,92679,Male,No,Yes,No
2619-WFQWU,Mission Viejo,92692,Female,No,No,No
0778-NELLA,Anaheim,92805,Male,No,No,No
4614-NUVZD,Anaheim,92807,Female,No,No,No
3803-KMQFW,Brea,92821,Female,No,Yes,Yes
9572-MTILT,Fullerton,92833,Male,No,Yes,No
9611-CTWIH,Garden Grove,92841,Female,No,No,No
0329-GTIAJ,Garden Grove,92844,Female,No,No,No
6629-CZTTH,Orange,92865,Male,No,No,No
5364-EVNIB,Orange,92868,Male,No,No,No
5087-SUURX,Yorba Linda,92887,Female,No,Yes,No
0013-EXCHZ,Camarillo,93010,Female,Yes,Yes,No
5550-VFRLC,Moorpark,93021,Female,Yes,No,No
4929-BSTRX,Oxnard,93030,Female,No,No,No
2657-ALMWY,Simi Valley,93065,Female,Yes,Yes,No
6330-JKLPC,Somis,93066,Male,No,Yes,No
4667-OHGKG,Summerland,93067,Male,No,No,No
1660-HSOOQ,Santa Barbara,93105,Male,No,No,No
7228-OMTPN,Santa Barbara,93110,Male,No,No,No
6284-AHOOQ,Avenal,93204,Male,Yes,No,No
2344-JMOGN,Buttonwillow,93206,Male,No,Yes,No
3799-ISUZQ,California Hot Springs,93207,Male,No,Yes,No
1794-HBQTJ,Corcoran,93212,Female,No,No,No
2460-FPSYH,Exeter,93221,Female,Yes,No,No
4818-DRBQT,Farmersville,93223,Male,No,Yes,No
1320-HTRDR,Fellows,93224,Female,No,No,No
1493-AMTIE,Ivanhoe,93235,Male,No,No,No
6424-ELEYH,Lebec,93243,Female,No,Yes,No
4391-RESHN,Lemon Cove,93244,Male,No,No,No
6821-BUXUX,Maricopa,93252,Female,No,No,No
5028-HTLJB,New Cuyama,93254,Male,Yes,No,No
9801-GDWGV,Onyx,93255,Female,No,No,No
2320-JRSDE,Richgrove,93261,Female,No,Yes,Yes
0601-WZHJF,Shafter,93263,Male,No,Yes,No
5143-WMWOG,Stratford,93266,Male,No,No,No
5393-RXQSZ,Taft,93268,Male,No,No,No
0231-LXVAP,Tipton,93272,Male,No,No,No
9444-JTXHZ,Tulare,93274,Male,No,Yes,No
5510-BOIUJ,Visalia,93277,Male,No,No,Yes
4471-KXAUH,Woody,93287,Female,No,Yes,No
7638-QVMVY,Visalia,93292,Female,No,No,No
3244-DCJWY,Bakersfield,93312,Female,No,No,No
0875-CABNR,San Luis Obispo,93401,Female,Yes,No,No
7812-FZHPE,Bradley,93426,Female,No,Yes,Yes
4797-AXPXK,Lompoc,93436,Female,No,No,Yes
5229-PRWKT,Lompoc,93437,Male,No,No,No
6982-UQZLY,Los Alamos,93440,Female,Yes,Yes,No
5057-LCOUI,Nipomo,93444,Female,No,No,No
4369-HTUIF,Pismo Beach,93449,Male,Yes,No,No
0156-FVPTA,Solvang,93463,Male,No,Yes,No
0654-HMSHN,Mojave,93501,Male,No,Yes,No
5287-QWLKY,Big Pine,93513,Male,Yes,Yes,No
5196-SGOAK,Caliente,93518,Female,No,No,No
1891-UAWWU,Johannesburg,93528,Female,Yes,Yes,No
6108-OQZDQ,Keene,93531,Female,No,Yes,No
0363-QJVFX,Lake Hughes,93532,Male,No,No,No
9840-DVNDC,Lancaster,93536,Male,No,No,No
3096-JRDSO,Lone Pine,93545,Female,Yes,Yes,No
8042-JVNFH,Olancha,93549,Male,No,No,No
3374-LXDEV,Pearblossom,93553,Female,No,No,No
5049-GLYVG,Badger,93603,Male,No,No,No
5883-GTGVD,Biola,93606,Male,No,No,No
4817-QRJSX,Clovis,93612,Female,No,No,No
2398-YPMUR,Dinuba,93618,Female,Yes,Yes,No
9985-MWVIX,Hume,93628,Female,No,No,No
4871-JTKJF,Selma,93662,Female,Yes,No,No
1415-YFWLT,Shaver Lake,93664,Female,Yes,No,No
6711-VTNRE,Tranquillity,93668,Female,No,No,No
3500-RMZLT,Fresno,93702,Female,Yes,No,No
4548-SDBKE,Fresno,93711,Female,No,No,No
8066-POXGX,Fresno,93720,Female,No,No,No
4143-OOBWZ,Fresno,93726,Male,No,Yes,No
7854-EKTJL,Salinas,93901,Female,No,No,Yes
9102-IAYHT,Salinas,93908,Female,No,Yes,No
3422-LYEPQ,Carmel By The Sea,93921,Male,No,Yes,No
2642-DTVCO,Chualar,93925,Male,Yes,No,No
4361-JEIVL,Greenfield,93927,Male,No,No,Yes
1363-TXLSL,San Lucas,93954,Male,Yes,Yes,No
9507-EXLTT,Seaside,93955,Female,No,Yes,No
9846-GKXAS,Burlingame,94010,Female,No,No,No
6017-PPLPX,Daly City,94014,Male,No,Yes,No
4581-SSPWD,Mountain View,94040,Female,No,No,No
6927-WTFIV,Redwood City,94061,Male,Yes,No,No
3398-ZOUAA,Redwood City,94063,Male,Yes,Yes,No
0378-NHQXU,South San Francisco,94080,Female,No,Yes,No
4512-ZUIYL,Sunnyvale,94089,Female,No,No,No
7969-AULMZ,San Francisco,94104,Female,No,No,No
0568-ONFPC,San Francisco,94112,Male,No,Yes,Yes
0733-VUNUW,San Francisco,94114,Male,No,No,No
4550-EVXNY,San Francisco,94115,Female,No,No,No
2968-SSGAA,San Francisco,94117,Female,No,No,No
4844-JJWUY,San Francisco,94121,Female,Yes,No,No
3538-WZPHD,San Francisco,94127,Male,No,No,No
8610-WFCJF,Palo Alto,94303,Female,No,Yes,No
7881-INRLC,San Mateo,94403,Male,No,No,No
0117-LFRMW,Angwin,94508,Male,No,Yes,Yes
6172-FECYY,Antioch,94509,Male,No,Yes,No
1965-AKTSX,Byron,94514,Female,Yes,No,No
4786-UKSNZ,Clayton,94517,Male,No,No,No
7248-VZQLC,Concord,94521,Female,Yes,No,No
0011-IGKFF,Martinez,94553,Male,Yes,Yes,No
4192-GORJT,Fremont,94555,Male,No,Yes,No
6496-SLWHQ,Moraga,94556,Male,Yes,No,No
9912-GVSEQ,Napa,94558,Female,Yes,Yes,No
5383-MMTWC,Oakley,94561,Female,Yes,Yes,No
7240-ETPTR,Pope Valley,94567,Female,No,Yes,No
2202-CUYXZ,Dublin,94568,Male,No,No,No
5995-OIGLP,Port Costa,94569,Male,No,No,No
3640-PHQXK,Union City,94587,Female,No,No,No
6877-LGWXO,Pleasanton,94588,Male,Yes,Yes,No
8019-ENHXU,Oakland,94601,Male,No,Yes,No
5167-GBFRE,Oakland,94602,Male,Yes,No,No
1324-NLTJE,Emeryville,94608,Female,Yes,No,No
1522-VVDMG,Oakland,94611,Male,No,Yes,No
9185-TQCVP,Albany,94706,Male,No,Yes,No
5567-WSELE,Richmond,94801,Male,Yes,Yes,No
8063-RJYNF,Richmond,94804,Male,No,No,No
9661-ACXBS,San Rafael,94901,Female,No,No,No
3727-RJMEO,Rohnert Park,94928,Male,No,Yes,No
6646-VRFOL,Larkspur,94939,Male,Yes,Yes,No
5685-IIXLY,Novato,94945,Female,No,Yes,No
5095-AESKG,Sausalito,94965,Female,No,Yes,No
1871-MOWRM,Woodacre,94973,Male,No,Yes,No
2027-OAQQC,Aptos,95003,Female,No,No,No
9090-SGQXL,Ben Lomond,95005,Male,Yes,Yes,No
6595-YGXIT,Boulder Creek,95006,Male,Yes,No,No
5649-TJHOV,Davenport,95017,Male,Yes,Yes,No
0519-XUZJU,Felton,95018,Female,No,No,No
6338-AVWCY,Hollister,95023,Male,No,No,No
9253-QXKBE,Morgan Hill,95037,Male,Yes,Yes,No
9445-SZLCH,Santa Clara,95050,Female,No,Yes,No
7568-PODML,Watsonville,95076,Male,No,No,No
5349-IECLD,San Jose,95111,Male,No,No,No
3945-GFWQL,San Jose,95113,Female,No,No,Yes
3797-VTIDR,San Jose,95121,Male,No,Yes,No
9526-BIHHD,San Jose,95127,Male,No,No,No
4523-WXCEF,San Jose,95129,Female,No,Yes,No
8364-TRMMK,San Jose,95132,Female,No,No,No
3063-QFSZL,San Jose,95135,Female,No,No,No
8775-LHDJH,San Jose,95136,Female,Yes,Yes,No
3097-NQYSN,San Jose,95139,Male,Yes,Yes,No
3565-UNOCC,Stockton,95209,Female,Yes,Yes,No
5493-SDRDQ,Angels Camp,95222,Male,No,No,No
0871-URUWO,Sheep Ranch,95250,Male,No,Yes,No
9190-MFJLN,Vallecito,95251,Male,Yes,No,No
1095-JUDTC,Woodbridge,95258,Female,Yes,No,No
0870-VEMYL,Columbia,95310,Female,No,No,No
5385-SUIRI,Delhi,95315,Male,Yes,Yes,No
3982-XWFZQ,Denair,95316,Female,No,Yes,No
4009-ALQFH,Groveland,95321,Female,No,No,No
3627-FCRDW,Hughson,95326,Female,No,No,No
7562-GSUHK,Jamestown,95327,Female,No,No,No
4903-UYAVB,Lathrop,95330,Male,No,Yes,No
6776-TLWOI,Livingston,95334,Male,No,No,No
4077-CROMM,Modesto,95350,Female,No,Yes,No
2868-MZAGQ,Modesto,95354,Male,No,No,No
4847-QNOKA,Modesto,95355,Female,No,No,No
6379-RXJRQ,Modesto,95358,Male,No,Yes,No
8650-RHRKE,Oakdale,95361,Male,No,No,No
0475-RIJEP,Pinecrest,95364,Male,No,No,No
1260-TTRXI,Planada,95365,Male,No,No,No
6328-ZPBGN,Riverbank,95367,Female,Yes,No,No
2867-UIMSS,Vernalis,95385,Male,No,No,No
8111-RKSPX,Santa Rosa,95401,Male,No,No,No
1585-MQSSU,Santa Rosa,95404,Male,No,No,No
2856-NNASM,Santa Rosa,95407,Male,Yes,No,No
7547-EKNFS,Caspar,95420,Male,No,Yes,No
6769-DYBQN,Clearlake,95422,Male,Yes,No,No
4439-JMPMT,Comptche,95427,Female,No,Yes,No
2446-BEGGB,Eldridge,95431,Female,Yes,No,No
1496-GGSUK,Fulton,95439,Female,Yes,No,No
2575-GFSOE,Graton,95444,Female,No,Yes,No
2842-JTCCU,Hopland,95449,Male,No,No,No
3296-SILRA,Lakeport,95453,Female,Yes,Yes,No
9681-OXGVC,Laytonville,95454,Female,No,No,No
5180-UCIIQ,Lucerne,95458,Male,Yes,Yes,Yes
7153-OANIO,Mendocino,95460,Male,No,No,No
6521-YYTYI,Navarro,95463,Male,No,No,No
8878-HMWBV,Nice,95464,Male,No,No,No
3751-KTZEL,Yorkville,95494,Female,No,No,No
1977-STDKI,The Sea Ranch,95497,Female,Yes,No,No
5813-UECBU,Bridgeville,95526,Male,Yes,No,No
0328-GRPMV,Burnt Ranch,95527,Female,No,No,No
4342-HENTK,Garberville,95542,Female,Yes,No,No
4195-SMMNX,Hydesville,95547,Male,No,No,No
