CustomerID,Tenure Months,Multiple Lines,Contract,Monthly Charges,Total Charges,Churn Label,Churn Score,CLTV,Churn Reason
6876-ADESB,1,No,Month-to-month,48.95,48.95,Yes,65,3913,Competitor offered higher download speeds
1963-SVUCV,1,No,Month-to-month,45.3,45.3,Yes,78,5774,Competitor offered higher download speeds
0220-EBGCE,2,No,Month-to-month,85.85,167.3,Yes,67,3273,Competitor offered more data
2754-VDLTR,10,Yes,Month-to-month,95.2,930.4,Yes,69,4922,Competitor offered more data
7551-DACSP,6,No,Month-to-month,55.3,324.25,Yes,99,3878,Competitor made better offer
7235-NXZCP,2,Yes,Month-to-month,74.85,156.4,Yes,84,5378,Competitor made better offer
5712-PTIWW,2,No,Month-to-month,79.85,152.45,Yes,91,3280,Service dissatisfaction
3315-TOTBP,15,Yes,Month-to-month,76,1130.85,Yes,74,4938,Lack of self-service on Website
6661-HBGWL,42,Yes,Month-to-month,104.75,4323.45,Yes,79,2984,Network reliability
1518-VOWAV,9,No,Month-to-month,74.65,703.55,Yes,90,5900,Limited range of services
5909-ECHUI,1,No,Month-to-month,56.25,56.25,Yes,71,3065,Lack of affordable download/upload speed
1309-BXVOQ,21,Yes,Month-to-month,106.1,2249.95,Yes,69,3584,Long distance charges
9317-WZPGV,2,No,Month-to-month,79.75,159.4,Yes,77,4038,Extra data charges
2856-HYAPG,1,No,Month-to-month,68.65,68.65,Yes,99,3052,Price too high
4488-PSYCG,16,No,Month-to-month,20.25,327.45,Yes,83,4327,Product dissatisfaction
3621-CEOVK,14,Yes,Month-to-month,100.2,1369.8,Yes,97,3369,Service dissatisfaction
6906-ANDWJ,15,Yes,Month-to-month,74.9,1107.25,Yes,97,2510,Lack of self-service on Website
1031-IIDEO,1,No,Month-to-month,70.85,70.85,Yes,72,2874,Network reliability
5832-XKAES,2,No,Month-to-month,69.8,134.7,Yes,74,2320,Don't know
4701-AHWMW,55,No phone service,Month-to-month,54.55,2978.3,Yes,69,6041,Attitude of service provider
9210-IAHGH,7,No,Month-to-month,70.75,450.8,Yes,84,2248,Attitude of support person
0023-XUOPT,13,Yes,Month-to-month,94.1,1215.6,Yes,75,2973,Don't know
4592-IWTJI,3,No phone service,Month-to-month,29.7,91.7,Yes,84,2613,Attitude of support person
6518-LGAOV,38,Yes,Month-to-month,105,4026.4,Yes,92,2341,Attitude of service provider
7242-QZLXF,1,No phone service,Month-to-month,25.3,25.3,Yes,99,5421,Attitude of service provider
1000-AJSLD,1,No,Month-to-month,20.1,20.1,Yes,70,4389,Competitor made better offer
1062-LHZOD,1,No,Month-to-month,69.9,69.9,Yes,84,2100,Moved
9600-NAXZN,43,Yes,Month-to-month,101.4,4528,Yes,79,3370,Moved
6457-USBER,1,No,Month-to-month,80.8,80.8,Yes,82,4424,Moved
4662-EKDPQ,2,Yes,Month-to-month,62.05,118.3,Yes,96,5344,Competitor had better devices
9248-OJYKK,1,Yes,Month-to-month,76.45,76.45,Yes,95,3763,Competitor offered higher download speeds
3398-FSHON,12,Yes,Month-to-month,91.3,1094.5,Yes,94,4703,Competitor offered more data
3319-DWOEP,6,No,Month-to-month,95.75,573.75,Yes,89,5750,Competitor made better offer
9259-PACGQ,34,Yes,Month-to-month,62.65,2274.9,Yes,91,3918,Competitor had better devices
4415-IJZTP,1,Yes,Month-to-month,74.5,74.5,Yes,69,2016,Competitor had better devices
1465-VINDH,10,Yes,Month-to-month,102.1,1068.85,Yes,78,3596,Competitor offered higher download speeds
2810-FTLEM,16,No,Month-to-month,50.15,762.25,Yes,69,4254,Competitor offered higher download speeds
1925-TIBLE,7,Yes,Month-to-month,86.5,582.5,Yes,74,3887,Competitor offered higher download speeds
0818-OCPZO,27,Yes,Month-to-month,81.45,2122.05,Yes,83,2571,Competitor offered more data
1447-GIQMR,1,No,Month-to-month,69.15,69.15,Yes,87,4179,Competitor offered more data
0872-NXJYS,9,No,Month-to-month,79.55,723.4,Yes,81,3246,Competitor offered more data
1389-CXMLU,3,Yes,Month-to-month,91.05,289.1,Yes,99,2194,Competitor made better offer
5561-NWEVX,2,Yes,Month-to-month,79.2,172.85,Yes,67,4225,Price too high
2737-WFVYW,2,No phone service,Month-to-month,45.25,85.5,Yes,74,4566,Product dissatisfaction
2272-QAGFO,14,Yes,Month-to-month,74.3,1096.25,Yes,71,5342,Service dissatisfaction
9850-OWRHQ,3,Yes,Month-to-month,74.1,228,Yes,69,5657,Lack of self-service on Website
3768-NLUBH,57,Yes,Month-to-month,100.6,5746.15,Yes,74,5247,Network reliability
8676-TRMJS,3,Yes,Month-to-month,75,209.1,Yes,88,3190,Limited range of services
0685-MLYYM,2,No,Month-to-month,70.75,154.85,Yes,96,4407,Long distance charges
8182-PNAGI,12,No,Month-to-month,50.25,593.75,Yes,67,3624,Extra data charges
7957-RYHQD,40,No,Month-to-month,79.2,3233.85,Yes,94,3207,Price too high
2180-DXNEG,12,No,Month-to-month,96,1062.1,Yes,89,5239,Product dissatisfaction
5515-AKOAJ,54,Yes,Month-to-month,100.1,5440.9,Yes,75,5763,Service dissatisfaction
8976-OQHGT,4,No,Month-to-month,56.5,235.1,Yes,99,5758,Lack of self-service on Website
6230-BSUXY,1,No,Month-to-month,85,85,Yes,93,2650,Network reliability
5295-PCJOO,4,No,Month-to-month,49.4,184.4,Yes,84,4455,Don't know
9863-JZAIC,35,No,Month-to-month,55,2010.55,Yes,100,2220,Don't know
7660-HDPJV,1,No,Month-to-month,69.2,69.2,Yes,81,2637,Poor expertise of online support
3990-QYKBE,37,Yes,Month-to-month,92.5,3473.4,Yes,95,4127,Competitor had better devices
4919-MOAVT,3,No,Month-to-month,69.65,220.1,Yes,84,2421,Competitor offered higher download speeds
9820-RMCQV,11,No,Month-to-month,48.55,501,Yes,92,4444,Competitor made better offer
7839-QRKXN,1,No,Month-to-month,20.2,20.2,Yes,69,4197,Competitor had better devices
5204-QZXPU,19,No phone service,Month-to-month,39.65,733.35,Yes,78,2933,Competitor had better devices
8450-JOVAH,2,Yes,Month-to-month,56.7,113.55,Yes,77,5560,Competitor offered higher download speeds
9274-CNFMO,4,Yes,Month-to-month,74.95,308.7,Yes,69,3716,Competitor offered more data
7758-XKCBS,15,No phone service,Month-to-month,29.7,438.25,Yes,82,5518,Competitor offered more data
8992-JQYUN,1,No phone service,Month-to-month,50.35,50.35,Yes,65,4526,Competitor offered more data
2446-PLQVO,1,No,Month-to-month,70.3,70.3,Yes,78,4512,Don't know
3005-NFMTA,55,Yes,Month-to-month,98.8,5617.75,Yes,69,5543,Price too high
8784-CGILN,18,Yes,Month-to-month,99.85,1776.95,Yes,100,3068,Product dissatisfaction
5389-FFVKB,32,No,Month-to-month,80.3,2483.05,Yes,94,5365,Service dissatisfaction
8444-WRIDW,66,Yes,Month-to-month,80.45,5224.35,Yes,79,5011,Lack of self-service on Website
9451-LPGOO,7,Yes,Month-to-month,86.8,620.35,Yes,66,3780,Network reliability
5868-YWPDW,6,No,Month-to-month,84.2,519.15,Yes,72,5834,Limited range of services
2025-JKFWI,13,Yes,Month-to-month,99,1301.7,Yes,81,3493,Lack of affordable download/upload speed
4078-SAYYN,11,Yes,Month-to-month,100.75,1129.75,Yes,65,2229,Long distance charges
9940-HPQPG,9,Yes,Month-to-month,91.75,865.8,Yes,91,4176,Extra data charges
6618-RYATB,1,Yes,Month-to-month,79.55,79.55,Yes,93,5571,Price too high
9079-YEXQJ,54,Yes,Month-to-month,111.1,6014.85,Yes,93,5527,Product dissatisfaction
2685-SREOM,25,Yes,Month-to-month,89.1,2368.4,Yes,96,4793,Service dissatisfaction
0402-CQAJN,37,Yes,Month-to-month,101.9,3545.35,Yes,83,4437,Lack of self-service on Website
6692-UDPJC,14,Yes,Month-to-month,91.65,1301,Yes,65,4304,Network reliability
1273-MTETI,4,Yes,Month-to-month,88.85,372.45,Yes,74,2754,Don't know
5480-HPRRX,3,No phone service,Month-to-month,25.3,77.75,Yes,74,3542,Attitude of support person
0295-PPHDO,1,Yes,Month-to-month,95.45,95.45,Yes,71,5962,Attitude of support person
1195-OIYEJ,13,No,Month-to-month,91.1,1135.7,Yes,78,5347,Attitude of support person
4501-EQDRN,1,No,Month-to-month,69.7,69.7,Yes,98,4620,Attitude of service provider
2990-HWIML,6,No,Month-to-month,89.5,573.3,Yes,82,2898,Attitude of service provider
7384-GHBPI,3,No phone service,Month-to-month,35.15,99.75,Yes,83,2987,Attitude of support person
7603-USHJS,12,Yes,Month-to-month,73.75,871.4,Yes,78,2010,Attitude of support person
7234-FECYN,8,Yes,Month-to-month,101.35,780.5,Yes,68,5546,Attitude of support person
5876-HZVZM,6,No,Month-to-month,55.9,365.35,Yes,87,4914,Attitude of service provider
1400-MMYXY,3,Yes,Month-to-month,105.9,334.65,Yes,71,2715,Attitude of service provider
3085-QUOZK,1,No,Month-to-month,43.95,43.95,Yes,76,3238,Attitude of service provider
3926-CUQZX,1,No,Month-to-month,45.1,45.1,Yes,77,4884,Don't know
1041-RXHRA,41,No,Month-to-month,70.25,2868.05,Yes,69,3407,Attitude of support person
1750-CSKKM,9,No,Month-to-month,55.35,449.75,Yes,70,2688,Attitude of support person
7142-HVGBG,43,Yes,Month-to-month,103,4414.3,Yes,99,2505,Attitude of service provider
6457-GIRWB,1,No,Month-to-month,69.35,69.35,Yes,88,2843,Attitude of service provider
1450-SKCVI,56,No,Month-to-month,73.85,4092.85,Yes,72,5276,Attitude of support person
5570-PTWEH,3,Yes,Month-to-month,75.15,216.75,Yes,78,2270,Attitude of support person
6502-MJQAE,1,No,Month-to-month,69.6,69.6,Yes,87,2072,Attitude of support person
7693-LCKZL,5,Yes,Month-to-month,80.15,385,Yes,84,5124,Attitude of service provider
0032-PGELS,1,No phone service,Month-to-month,30.5,30.5,Yes,74,5171,Attitude of service provider
6394-MFYNG,48,Yes,Month-to-month,107.4,5121.3,Yes,89,4956,Attitude of support person
1564-NTYXF,13,Yes,Month-to-month,82,1127.2,Yes,99,3363,Attitude of support person
8155-IBNHG,24,Yes,Month-to-month,75.4,1747.85,Yes,74,2325,Attitude of support person
0886-QGENL,27,No,Month-to-month,101.25,2754.45,Yes,77,4853,Attitude of service provider
8739-WWKDU,25,Yes,Month-to-month,89.5,2196.15,Yes,90,4849,Attitude of service provider
8685-WHQPW,22,Yes,Month-to-month,74.4,1692.6,Yes,81,2407,Attitude of service provider
4745-LSPLO,1,No,Month-to-month,20.5,20.5,Yes,84,3731,Attitude of support person
8083-YTZES,4,Yes,Month-to-month,74.35,265.35,Yes,73,3622,Attitude of support person
7240-FQLHE,18,Yes,Month-to-month,99.75,1836.25,Yes,68,5857,Attitude of support person
0786-VSSUD,16,No phone service,Month-to-month,39,679.85,Yes,92,5692,Attitude of service provider
3976-BWUCK,30,Yes,Month-to-month,94.1,2804.45,Yes,94,5255,Attitude of service provider
3585-ISXZP,8,Yes,Month-to-month,95.65,778.1,Yes,95,5335,Attitude of support person
6583-QGCSI,50,Yes,Month-to-month,88.05,4367.35,Yes,87,5813,Competitor made better offer
2108-XWMPY,3,No phone service,Month-to-month,35.45,106.85,Yes,70,2095,Moved
6304-IJFSQ,3,No,Month-to-month,49.9,130.1,Yes,73,5585,Moved
0093-XWZFY,40,Yes,Month-to-month,104.5,4036.85,Yes,93,2832,Competitor had better devices
1980-KXVPM,3,Yes,Month-to-month,75.05,256.25,Yes,83,3553,Competitor offered higher download speeds
7703-ZEKEF,23,Yes,Month-to-month,81,1917.1,Yes,78,5701,Competitor offered more data
0723-DRCLG,1,Yes,Month-to-month,74.45,74.45,Yes,94,2394,Competitor made better offer
5482-NUPNA,4,No,Month-to-month,60.4,272.15,Yes,90,5730,Competitor had better devices
1122-JWTJW,1,No,Month-to-month,70.65,70.65,Yes,82,3463,Competitor had better devices
8775-CEBBJ,9,No,Month-to-month,44.2,403.35,Yes,87,2029,Competitor offered higher download speeds
6894-LFHLY,1,Yes,Month-to-month,75.75,75.75,Yes,97,5571,Competitor offered higher download speeds
0639-TSIQW,67,Yes,Month-to-month,102.95,6886.25,Yes,70,5620,Competitor offered more data
8361-LTMKD,4,Yes,Month-to-month,74.4,306.6,Yes,77,5839,Competitor offered more data
7590-VHVEG,1,No phone service,Month-to-month,29.85,29.85,No,27,3964,
1452-KIOVK,22,Yes,Month-to-month,89.1,1949.4,No,43,4459,
6713-OKOMC,10,No phone service,Month-to-month,29.75,301.9,No,51,2013,
9763-GRSKD,13,No,Month-to-month,49.95,587.45,No,76,5764,
5129-JLPIS,25,No,Month-to-month,105.5,2686.05,No,75,5822,
4183-MYFRB,21,No,Month-to-month,90.05,1862.9,No,57,5982,
6322-HRPFA,49,No,Month-to-month,59.6,2970.3,No,79,4986,
6865-JZNKO,30,No,Month-to-month,55.3,1530.6,No,65,2725,
4929-XIHVW,2,No,Month-to-month,95.5,181.65,No,69,4449,
7310-EGVHZ,1,No,Month-to-month,20.2,20.2,No,77,5526,
3413-BMNZE,1,No,Month-to-month,45.25,45.25,No,40,3144,
6572-ADKRS,46,No,Month-to-month,74.8,3548.3,No,41,3395,
4080-IIARD,13,Yes,Month-to-month,76.2,981.45,No,41,2569,
3714-NTNFO,49,Yes,Month-to-month,84.5,3906.7,No,71,6434,
5948-UJZLF,2,No,Month-to-month,49.25,97,No,57,3805,
8012-SOUDQ,43,Yes,Month-to-month,90.25,3838.75,No,52,2223,
6575-SUVOI,25,Yes,Month-to-month,69.5,1752.65,No,25,3154,
0434-CSFON,47,Yes,Month-to-month,100.5,4707.1,No,70,4488,
1215-FIGMP,60,Yes,Month-to-month,89.9,5450.7,No,35,6292,
5122-CYFXA,3,No,Month-to-month,75.3,244.1,No,35,5387,
7410-OIEDU,10,No,Month-to-month,79.85,887.35,No,38,5983,
2273-QCKXA,1,No,Month-to-month,49.05,49.05,No,30,3178,
5630-AHZIL,3,No,Month-to-month,64.5,177.4,No,54,5613,
5590-ZSKRV,8,No,Month-to-month,54.65,482.25,No,43,5614,
0191-ZHSKZ,30,No,Month-to-month,74.75,2111.3,No,55,3033,
8108-UXRQN,11,No phone service,Month-to-month,50.55,565.35,No,28,3443,
9919-YLNNG,42,No,Month-to-month,103.8,4327.5,No,37,4005,
4445-ZJNMU,9,Yes,Month-to-month,99.3,918.75,No,69,3540,
3016-KSVCP,29,No phone service,Month-to-month,33.75,1009.25,No,62,3664,
4767-HZZHQ,30,No,Month-to-month,82.05,2570.2,No,9,5036,
2424-WVHPL,1,No,Month-to-month,74.7,74.7,No,60,4182,
6067-NGCEU,65,Yes,Month-to-month,111.05,7107,No,38,5261,
6380-ARCEH,1,No,Month-to-month,20.2,20.2,No,77,2710,
3679-XASPY,1,No,Month-to-month,19.45,19.45,No,26,5612,
6180-YBIQI,5,No phone service,Month-to-month,24.3,100.2,No,61,4015,
5712-AHQNN,43,No,Month-to-month,91.65,3954.1,No,65,3826,
3071-VBYPO,3,No,Month-to-month,89.85,248.4,No,22,4648,
9445-ZUEQE,27,Yes,Month-to-month,85.2,2151.6,No,28,3796,
2928-HLDBA,6,No,Month-to-month,20.7,112.75,No,47,5346,
6497-TILVL,7,No,Month-to-month,50.7,350.35,No,59,3097,
7219-TLZHO,4,No,Month-to-month,20.85,62.9,No,76,3172,
3930-ZGWVE,1,No,Month-to-month,19.75,19.75,No,68,2484,
2876-GZYZC,13,Yes,Month-to-month,85.95,1215.65,No,58,5886,
7850-VWJUU,23,No,Month-to-month,75,1778.5,No,29,2221,
3466-BYAVD,15,No,Month-to-month,69.5,1071.4,No,35,3128,
3780-YVMFA,8,No,Month-to-month,68.55,564.35,No,58,3123,
3077-RSNTJ,6,No,Month-to-month,19.7,113.5,No,43,4293,
6551-GNYDG,14,No,Month-to-month,80.9,1152.8,No,46,2563,
9167-APMXZ,22,Yes,Month-to-month,84.15,1821.95,No,32,3549,
8992-VONJD,13,No,Month-to-month,56,764.55,No,22,5156,
4482-EWFMI,2,No,Month-to-month,69.7,135.2,No,43,3056,
1159-WFSGR,16,No,Month-to-month,20.4,321.4,No,62,3990,
1744-JHKYS,34,Yes,Month-to-month,24.7,780.2,No,72,3421,
5947-SGKCL,15,Yes,Month-to-month,105.35,1559.25,No,66,2721,
6582-OIVSP,1,No,Month-to-month,45.3,45.3,No,48,3575,
4827-USJHP,20,No,Month-to-month,51.8,1023.85,No,24,2764,
8167-GJLRN,3,No phone service,Month-to-month,30.4,82.15,No,55,3108,
8017-UVSZU,40,Yes,Month-to-month,56.6,2379.1,No,72,3359,
2604-IJPDU,20,No,Month-to-month,96.55,1901.65,No,36,4382,
6168-YBYNP,59,Yes,Month-to-month,111.35,6519.75,No,62,6047,
3645-DEYGF,1,No,Month-to-month,20.75,20.75,No,25,3358,
8544-GOQSH,14,No,Month-to-month,80.05,1112.3,No,53,4400,
7018-WBJNK,13,No,Month-to-month,78.3,1033.95,No,26,5566,
9142-KZXOP,44,No,Month-to-month,68.85,2958.95,No,51,2053,
4195-NZGTA,1,No phone service,Month-to-month,25.25,25.25,No,73,5858,
2504-DSHIH,23,Yes,Month-to-month,86.8,1975.85,No,38,5788,
0699-NDKJM,57,No phone service,Month-to-month,58.75,3437.45,No,38,4115,
6496-JDSSB,8,No,Month-to-month,80,624.6,No,22,2165,
4811-JBUVU,30,Yes,Month-to-month,89.9,2723.15,No,33,3233,
3316-UWXUY,50,No,Month-to-month,93.5,4747.5,No,70,6367,
1984-GPTEH,29,Yes,Month-to-month,25.15,702,No,46,5491,
9903-LYSAB,18,Yes,Month-to-month,73.15,1305.95,No,73,4283,
9058-HRZSV,65,No,Month-to-month,94.4,6126.15,No,7,5348,
4522-AKYLR,13,No,Month-to-month,54.8,731.3,No,7,5557,
0221-WMXNQ,4,No,Month-to-month,75.35,273.4,No,40,4033,
3675-YDUPJ,10,No,Month-to-month,19.85,193.05,No,58,3768,
5046-NUHWD,29,No phone service,Month-to-month,45,1228.65,No,50,3094,
7529-ZDFXI,57,Yes,Month-to-month,89.85,4925.35,No,36,4429,
3197-ARFOY,19,No,Month-to-month,105,2007.25,No,59,3524,
4716-HHKQH,20,Yes,Month-to-month,107.05,2172.05,No,65,5328,
3179-GBRWV,21,No,Month-to-month,64.95,1339.8,No,23,4604,
8645-KWHJO,14,No phone service,Month-to-month,55,771.95,No,23,4900,
4130-MZLCC,5,No,Month-to-month,50.55,244.75,No,54,2739,
0314-TKOSI,6,No,Month-to-month,55.15,322.9,No,42,5377,
8229-MYEJZ,10,No,Month-to-month,51.2,498.25,No,47,5765,
2080-SRCDE,1,Yes,Month-to-month,25.4,25.4,No,38,4556,
9577-WJVCQ,68,Yes,Month-to-month,54.45,3687.75,No,24,5310,
3808-HFKDE,20,No,Month-to-month,44.35,927.15,No,59,3460,
4847-TAJYI,6,No,Month-to-month,89.35,567.8,No,75,2578,
1563-IWQEX,12,No,Month-to-month,19.7,220.35,No,71,5715,
8203-XJZRC,1,No,Month-to-month,20.25,20.25,No,57,5384,
6851-WEFYX,35,Yes,Month-to-month,100.8,3437.5,No,38,3318,
2985-JUUBZ,40,Yes,Month-to-month,74.55,3015.75,No,64,3718,
8266-VBFQL,4,No,Month-to-month,90.4,356.65,No,35,3314,
2240-HSJQD,38,Yes,Month-to-month,81.85,3141.7,No,55,3571,
3167-SNQPL,38,Yes,Month-to-month,101.15,3741.85,No,78,4036,
1098-TDVUQ,1,No,Month-to-month,19.25,19.25,No,66,4745,
7277-OZCGZ,22,No,Month-to-month,89.05,1886.25,No,75,5479,
2799-ARNLO,5,No,Month-to-month,69.35,341.6,No,41,5437,
6745-JEFZB,35,Yes,Month-to-month,91.5,3236.35,No,78,3617,
8705-WZCYL,1,No,Month-to-month,44.8,44.8,No,31,2269,
4983-CLMLV,52,Yes,Month-to-month,102.7,5138.1,No,63,4044,
5701-YVSVF,11,No,Month-to-month,82.9,880.05,No,21,4413,
5697-GOMBF,28,No phone service,Month-to-month,35.9,973.65,No,34,5444,
2739-CACDQ,17,Yes,Month-to-month,82.65,1470.05,No,26,3754,
7982-VCELR,36,No,Month-to-month,94.8,3565.65,No,22,2807,
6035-BXTTY,32,No,Month-to-month,54.65,1830.1,No,56,4045,
7520-HQWJU,66,Yes,Month-to-month,67.45,4508.65,No,26,4172,
0021-IKXGC,1,Yes,Month-to-month,72.1,72.1,No,50,4432,
6243-OZGFH,23,No phone service,Month-to-month,44.95,996.85,No,65,3248,
4115-NZRKS,7,No,Month-to-month,89.15,574.35,No,25,2415,
3351-NGXYI,16,Yes,Month-to-month,54.1,889,No,38,2276,
9294-TDIPC,5,No,Month-to-month,20.2,83.75,No,58,5169,
3583-KRKMD,18,No,Month-to-month,75.9,1373.05,No,62,4668,
9069-LGEUL,23,No,Month-to-month,59.95,1406,No,42,5379,
7302-ZHMHP,1,No,Month-to-month,19.15,19.15,No,51,2577,
6862-CQUMB,37,No,Month-to-month,96.1,3646.8,No,75,2640,
6158-HDPXZ,1,No phone service,Month-to-month,25.35,25.35,No,51,4193,
8782-LKFPK,44,Yes,Month-to-month,90.4,4063,No,63,4751,
5522-JBWMO,1,No,Month-to-month,44,44,No,29,4020,
3597-MVHJT,27,Yes,Month-to-month,95.6,2595.25,No,21,2026,
9774-NRNAU,27,Yes,Month-to-month,84.8,2309.55,No,75,5352,
0224-RLWWD,2,No,Month-to-month,44.3,89.3,No,44,3805,
9967-ATRFS,19,No,Month-to-month,19.9,367.55,No,21,3245,
3951-NJCVI,42,Yes,Month-to-month,95.05,3944.5,No,34,2677,
0177-PXBAT,33,Yes,Month-to-month,109.9,3694.7,No,59,5655,
2519-ERQOJ,33,No phone service,Month-to-month,54.6,1803.7,No,30,5322,
0111-KLBQG,32,No,Month-to-month,93.95,2861.45,No,62,2844,
5233-AOZUF,29,Yes,Month-to-month,74.95,2149.05,No,80,3483,
5973-EJGDP,51,Yes,Month-to-month,87.35,4473,No,28,4899,
1996-DBMUS,48,No,Month-to-month,70.65,3545.05,No,71,5523,
7916-VCCPB,16,No,Month-to-month,73.25,1195.75,No,22,3624,
2233-FAGXV,5,Yes,Month-to-month,24.3,132.25,No,20,3181,
5605-IYGFG,7,No,Month-to-month,69.85,515.45,No,51,5501,
8111-BKVDS,10,No phone service,Month-to-month,40.7,449.3,No,26,2164,
2055-SIFSS,55,Yes,Month-to-month,51.65,2838.55,No,24,4763,
8734-DKSTZ,10,Yes,Month-to-month,85.95,858.6,No,20,4922,
4360-PNRQB,18,Yes,Month-to-month,75.6,1395.05,No,78,4030,
2181-UAESM,2,No,Month-to-month,53.45,119.5,No,25,3477,
2320-SLKMB,26,No phone service,Month-to-month,44.45,1183.8,No,26,3080,
5886-VLQVU,35,Yes,Month-to-month,89.85,3161.2,No,78,4945,
3577-AMVUX,1,No,Month-to-month,55.05,55.05,No,32,2962,
0771-WLCLA,16,Yes,Month-to-month,112.95,1882.55,No,70,2683,
5628-RKIFK,49,Yes,Month-to-month,101.55,5070.4,No,22,5348,
2937-FTHUR,18,Yes,Month-to-month,64.8,1166.7,No,37,2466,
1910-FMXJM,36,No,Month-to-month,80.4,2937.65,No,35,5544,
5168-MSWXT,8,No,Month-to-month,94.75,759.55,No,44,5505,
5760-WRAHC,22,No,Month-to-month,69.75,1545.4,No,32,3509,
8847-GEOOQ,60,No phone service,Month-to-month,60.2,3582.4,No,76,5359,
8313-NDOIA,24,Yes,Month-to-month,104.15,2494.65,No,61,5813,
4237-CLSMM,2,No,Month-to-month,20,38,No,77,4823,
1452-VOQCH,1,Yes,Month-to-month,75.1,75.1,No,28,4120,
4719-UMSIY,6,No,Month-to-month,19.65,100.9,No,34,2231,
6614-VBEGU,24,No,Month-to-month,69.45,1614.05,No,35,4208,
1304-BCCFO,9,No,Month-to-month,70.05,564.4,No,69,4900,
4104-PVRPS,24,No,Month-to-month,53.6,1315.35,No,47,2977,
3780-DDGSE,35,No,Month-to-month,76.05,2747.2,No,38,5479,
4431-EDMIQ,7,No,Month-to-month,75.7,554.05,No,37,2950,
4612-SSVHJ,20,No,Month-to-month,81.45,1671.6,No,27,2416,
9094-AZPHK,15,Yes,Month-to-month,100.15,1415,No,65,2565,
6778-YSNIH,2,No,Month-to-month,59,114.15,No,33,5810,
6579-JPICP,1,No,Month-to-month,20.4,20.4,No,46,2968,
4134-BSXLX,28,No,Month-to-month,60.9,1785.65,No,76,3851,
7803-XOCCZ,52,No,Month-to-month,84.05,4326.8,No,48,6099,
8981-FJGLA,11,Yes,Month-to-month,78,851.8,No,23,4886,
1135-LMECX,1,No,Month-to-month,19.85,19.85,No,51,4905,
8535-SFUTN,61,Yes,Month-to-month,106.45,6300.15,No,65,4842,
8677-HDZEE,56,Yes,Month-to-month,105.45,5916.95,No,55,4212,
2475-MROZF,30,Yes,Month-to-month,95,2852.4,No,64,3597,
6705-LXORM,5,No,Month-to-month,70.05,302.6,No,24,2064,
7531-GQHME,12,No,Month-to-month,20.05,265.45,No,56,4996,
4109-CYRBD,29,Yes,Month-to-month,51.6,1442,No,39,5495,
0913-XWSCN,55,Yes,Month-to-month,85.5,4713.4,No,20,6411,
4234-XTNEA,2,No,Month-to-month,79.95,174.45,No,44,5213,
5348-CAGXB,12,Yes,Month-to-month,89.55,1021.75,No,79,2325,
0621-HJWXJ,63,Yes,Month-to-month,81.55,5029.05,No,41,4980,
2782-LFZVW,11,Yes,Month-to-month,58.95,601.6,No,21,3880,
2866-IKBTM,1,No,Month-to-month,19.55,19.55,No,80,3968,
8138-EALND,15,No,Month-to-month,19.75,311.6,No,29,4123,
2654-VBVPB,1,No,Month-to-month,19.9,19.9,No,49,2010,
2501-XWWTZ,11,No,Month-to-month,70.2,760.05,No,34,2535,
3716-UVSPD,1,No,Month-to-month,49.3,49.3,No,45,4209,
7343-EOBEU,3,Yes,Month-to-month,23.6,89.05,No,27,5587,
3701-SFMUH,7,No,Month-to-month,69.7,516.15,No,50,4326,
7319-VENRZ,7,No,Month-to-month,64.3,445.95,No,40,4010,
6030-REHUX,28,Yes,Month-to-month,110.85,3204.4,No,58,3906,
8270-RKSAP,9,No,Month-to-month,70.5,597.9,No,37,3198,
6522-YRBXD,35,Yes,Month-to-month,94.55,3365.4,No,69,2631,
2640-LYMOV,2,No,Month-to-month,19.65,38.8,No,65,3007,
1423-BMPBQ,1,No,Month-to-month,19,19,No,44,2400,
2393-DIVAI,3,No,Month-to-month,20,61.7,No,21,5575,
0215-BQKGS,30,No,Month-to-month,84.3,2438.6,No,66,5393,
9244-ZVAPM,1,No,Month-to-month,45.6,45.6,No,50,2352,
5172-MIGPM,4,Yes,Month-to-month,65.55,237.2,No,46,5707,
5839-SUYVZ,16,No,Month-to-month,74.55,1170.5,No,70,2893,
9396-ZSFLL,15,Yes,Month-to-month,48.85,631.4,No,78,3762,
6464-KEXXH,8,No phone service,Month-to-month,25.25,186.3,No,33,2372,
5240-CAOYT,57,Yes,Month-to-month,87.55,4884.85,No,43,4882,
4059-IIEBK,7,Yes,Month-to-month,78.55,522.95,No,61,4025,
4881-JVQOD,10,No phone service,Month-to-month,34.55,362.6,No,55,5248,
3003-CMDUU,25,No,Month-to-month,95.15,2395.7,No,52,3273,
5016-IBERQ,23,Yes,Month-to-month,84.25,1968.1,No,33,2781,
9931-KGHOA,46,Yes,Month-to-month,55,2473.95,No,40,5928,
8404-VLQFB,15,Yes,Month-to-month,25.25,394.85,No,59,4667,
3509-GWQGF,24,No,Month-to-month,70,1732.6,No,77,5242,
1140-UKVZG,17,Yes,Month-to-month,24.8,475.25,No,66,5208,
5183-SNMJQ,10,No,Month-to-month,95.1,865.1,No,33,5787,
2085-JVGAD,37,No,Month-to-month,20.35,697.65,No,24,3078,
8095-WANWK,10,No,Month-to-month,45.25,428.7,No,38,5369,
3030-ZKIWL,1,No,Month-to-month,20.05,20.05,No,21,2798,
2800-VEQXM,3,No,Month-to-month,74.75,238.1,No,21,3319,
